vpdmfId	journalTitle	nlmId	abbr	ISSN
18928	The New Orleans medical and surgical journal	19030340R	New Orleans Med Surg J	0097-1790
18929	Neumologia y cirugia de torax	19020050R	Neumol Cir Torax	0028-3746
18930	Bulletin (St. Louis Park Medical Center)	18730050R	Bull St Louis Park Med Cen	XXXX-XXXX
18931	Medicina infantil	18540600R	Med Infant	XXXX-XXXX
18932	Makedonski medicinski pregled. Revue medicale macedonienne	18420240R	Makedon Med Pregl	0025-1097
18933	Journal of clinical and experimental psychopathology	17840130R	J Clin Exp Psychopathol	XXXX-XXXX
18934	Journal des praticiens; revue generale de clinique et de therapeutique	17820280R	J Prat Rev Gen Clin Ther	XXXX-XXXX
18935	Imprensa medica	17530180R	Imprensa Medica	XXXX-XXXX
18936	Igiene e sanita pubblica. Collana di monografie	17520220R	Ig Sanita Pubblica Collana Monogr	XXXX-XXXX
18937	Scientific review	17220170R	Guigoz Sci Rev	XXXX-XXXX
18938	Sbornik pro pathofysiologii traveni a vyzivy; gastroenterologia bohema	17040190R	Sb Pathofysiol Traveni Vyz Gastroenterol Bohema	XXXX-XXXX
18939	Folia endocrinologica; mensile di incretologia e incretoterapia	16940290R	Folia Endocrinol Mens Incretologia Incretoterapia	XXXX-XXXX
18940	L'echo medical du nord	16650110R	Echo Med Nord	XXXX-XXXX
18941	Documenta Geigy. Acta rheumatologica. [English ed.]	16630420R	Doc Geigy Acta Rheumatol	XXXX-XXXX
18942	Chekhoslovatskaia fiziologiia	16120460R	Chekh Fiziol	XXXX-XXXX
18943	Le Centre-est medical	16110290R	Cent Est Med	XXXX-XXXX
18944	"Publication. Cayenne, French Guiana. Institut Pasteur de la Guyane francaise et de l'Inini"	16040640R	Publ Inst Pasteur Guyane Fr Inini	XXXX-XXXX
18945	Cancer progress	16030320R	Cancer Prog	XXXX-XXXX
18946	The Bulletin of the Tulane Medical Faculty	15910040R	Bull Tulane Univ Med Fac	0041-400X
18947	Archivio di farmacologia sperimentale e scienze affini	15220090R	Arch Farmacol Sper Sci Affin	XXXX-XXXX
18948	Archeion iatrikon epistemon	15120480R	Arch Iatr Epistem	XXXX-XXXX
18949	Annali di medicina navale e tropicale	15020060R	Ann Med Nav Trop	XXXX-XXXX
18950	"American journal of syphilis, gonorrhea, and venereal diseases"	14830110R	Am J Syph Gonorrhea Vener Dis	0096-6738
18951	Transactions. American College of Cardiology	14810120R	Trans Am Coll Cardiol	XXXX-XXXX
18952	Algerie medicale	14720550R	Alger Medicale	XXXX-XXXX
18953	Acta chirurgica Patavina	14530010R	Acta Chir Patav	XXXX-XXXX
18954	Abbottempo	14480040R	Abbottempo	0567-4824
18955	Presbyterian-St. Luke's Hospital medical bulletin	1277377	Presbyt St Lukes Hosp Med Bull	XXXX-XXXX
18956	Sprawozdania z czynnosci i posiedzen - Lodzkie Towarzystwo Naukowe	432606	Spraw Czynnosci Posiedz Lodz Tow Nauk	0208-628X
18957	"Zentralblatt fur Haut- und Geschlechtskrankheiten, sowie deren Grenzgebiete"	423435	Zentralbl Haut Geschlechtskr Grenzgeb	XXXX-XXXX
18958	Seishin igaku. Clinical psychiatry	413565	Seishin Igaku	0488-1281
18959	Neuropsichiatria	404442	Neuropsichiatria	0028-3916
18960	Refu'ah veterinarit : riv'on Histadrut ha-rof'im ha-veterinariyim be-Erets-Yisra'el	404473	Refu Vet	0034-3153
18961	Farmacja polska	400670	Farm Pol	0014-8261
18962	Arquivos mineiros de leprologia	376321	Arq Min Leprol	XXXX-XXXX
18963	The Glaxo volume; an occasional contribution to the science and art of medicine	374644	Glaxo Vol Occas Contrib Sci Art Med	XXXX-XXXX
18964	Hospitalis	373015	Hospitalis	0018-5930
18965	Chirurgia urologica	372571	Chir Urol	0009-4811
18966	Ergebnisse der gesamten Tuberkuloseforschung	330460	Ergeb Gesamten Tuberkuloseforsch	XXXX-XXXX
18967	Therapeutische Berichte	223727	Ther Ber	XXXX-XXXX
18968	Revista Kuba de medicina tropical y parasitologia	204312	Rev Kuba Med Trop Parasitol	XXXX-XXXX
18969	Technical report. New York Naval Shipyard. Material Laboratory	103775	Tech Rep NY Nav Shipyard Mater Lab	XXXX-XXXX
18970	Sinai Hospital journal	61432	Sinai Hosp J (Balt)	0583-337X
18971	Zeitschrift fur menschliche Vererbungs- und Konstitutionslehre	33356	Z Mensch Vererb Konstitutionsl	XXXX-XXXX
18972	Cahiers R. M. F.: bulletin medical-guide du praticien-revue medicale francaise	4457	Cah Rmf Bull Med Guide Pract Rev	XXXX-XXXX
18973	"Archives internationales de neurologie, des maladies hereditaires, de medecine mentale et psychosomatique"	2344	Arch Int Neurol	XXXX-XXXX
18974	Schweizer Archiv fur Neurologie und Psychiatrie. Archives suisses de neurologie et de psychiatrie. Archivio svizzero di neurologia e psichiatria	20630130R	Schweiz Arch Neurol Psychiatr	XXXX-XXXX
18975	American review of tuberculosis	14840640R	Am Rev Tuberc	0096-0381
18976	Wehrmedizinische Mitteilungen	114367	Wehrmed Mitt	XXXX-XXXX
18977	The California clinician	16020110R	Calif Clin	XXXX-XXXX
18978	Voprosy fiziologii	21540050R	Vopr Fiziol	XXXX-XXXX
18979	Zbornik prac. Univerzita Pavla Jozefa Safarika v Kosiciach. Lekarska fakulta	236257	Zb Lek Fak Kosice	XXXX-XXXX
18980	Anotaciones pediatricas	2985152R	Anot Pediatr	0402-5555
18981	L' Evolution medicale	370705	Evol Med	0014-3847
18982	Revista de otorrinolaringologia	425622	Rev Otorrinolaringol	0034-8643
18983	[Ochanomizu igaku zasshi] : the Ochanomizu medical journal	19310700R	Ochanomizu Igaku Zasshi	0472-4674
18984	Rivista di psicoanalisi	20420640R	Riv Psicoanal	0035-6492
18985	Medical digest	2985238R	Med Dig	0025-7184
18986	Remedes-Actualites	24571	Rem Actual	0484-3800
18987	Journal belge de medecine physique et de rhumatologie. Belgisch tijdschrift voor fysische geneeskunde en reumatologie	71431	J Belge Med Phys Rhumatol	0368-1459
18988	Der Deutsche Apotheker	1307022	Dtsch Apoth	0366-8622
18989	A.M.A. archives of neurology	14470110R	AMA Arch Neurol	0375-8540
18990	IRE transactions on bio-medical electronics	17510200R	Ire Trans Biomed Electron	0096-1884
18991	The Leech	18310430R	Leech v2	0457-3277
18992	Revista medica de Cordoba	20240190R	Rev Med Cordoba	0370-6125
18993	Archives of pediatrics	15210180R	Arch Pediatr v2	0096-6630
18994	Archives internationales de physiologie	405354	Arch Int Physiol	0301-4541
18995	L' Hopital	1301165	Hopital	XXXX-XXXX
18996	Ceskoslovenska morfologie	204372	Cesk Morfol	XXXX-XXXX
18997	Les entretiens de Bichat. Medecine. Entretiens de Bichat	241230	Entret Bichat Med Entret Bichat	XXXX-XXXX
18998	Voprosy kliniki i lecheniia zlokachestvennykh novoobrazovanii	152445	Vopr Klin Lecheniia Zlokachestvennykh Novoobraz	XXXX-XXXX
18999	Bulletin du C. E. R. P	163727	Bull Cerp	XXXX-XXXX
19000	Medical world	170272	Med World	XXXX-XXXX
19001	"Zahnarztliche Welt, zahnarztliche Reform, ZWR"	171527	Zahnarztl Welt Zahnarztl Reform Zwr	XXXX-XXXX
19002	Journal of projective techniques	52130	J Proj Tech	XXXX-XXXX
19003	Zeitschrift fur Immunitats- und Allergieforschung	53225	Z Immunitats Allergieforsch	XXXX-XXXX
19004	Revue medicale de Nancy	204063	Rev Med Nancy	XXXX-XXXX
19005	Revue des sciences medicales	204314	Rev Sci Med	XXXX-XXXX
19006	Omnia medica. Supplemento	212475	Omnia Med Suppl	XXXX-XXXX
19007	Aggiornamenti sulle malattie da infezione	1260261	Aggiorn Sulle Mal Infez	XXXX-XXXX
19008	Acta tuberculosea Belgica	14610280R	Acta Tuberc Belg	XXXX-XXXX
19009	American practitioner and digest of treatment	14840350R	Am Pract Dig Treat	XXXX-XXXX
19010	The Dental journal of Australia	16520450R	Dent J Aust	XXXX-XXXX
19011	Giornale italiano di anestesiologia	17140050R	G Ital Anestesiol	XXXX-XXXX
19012	Medicina del deporte y del trabajo	18540440R	Med Deporte Trab	XXXX-XXXX
19013	Revue belge de stomatologie. Belgisch tijdschrift voor stomatologie	20320170R	Rev Belge Stomatol	XXXX-XXXX
19014	La Pathologie generale	20320400R	Pathol Gen	XXXX-XXXX
19015	Journal - Michigan State Medical Society	7503038	J Mich State Med Soc	0098-7522
19016	"Medical bulletin of the U. S. Army, Europe. United States. Army, Europe. Medical Division"	22210310R	Med Bull US Army Eur	XXXX-XXXX
19017	Praxis der Psychotherapie	413136	Prax Psychother	0032-7077
19018	The London Hospital gazette	15362	Lond Hosp Gaz	0024-6050
19019	Pavlov journal of higher nervous activity	172416	Pavlov J High Nerv Act	0553-416X
19020	The Indian journal of medicine & surgery	374702	Indian J Med Surg	0019-5367
19021	Medical proceedings : a South African journal for the advancement of medical science = Mediese bydraes : 'n Suid-Afrikaanse tydskrif vir die bevordering van die geneeskunde	2985242R	Med Proc (Johannesb)	0025-7443
19022	Tidskrift i militar halsovard	34745	Tidskr Mil Halsov	XXXX-XXXX
19023	Revista argentina de reumatologia	20140020R	Rev Argent Reumatol	XXXX-XXXX
19024	Public health nursing	19930080R	Public Health Nurs	XXXX-XXXX
19025	Progressos da medicina	19840200R	Prog Med	XXXX-XXXX
19026	Parodontopathies	9875617	Parodontopathies	XXXX-XXXX
19027	Bulletin of the World Health Organization. Supplement	8103493	Bull World Health Org Suppl	0510-8659
19028	"Szczecinskie Towarzystwo Naukowe, Wydzial Nauk Lekarskich"	7809101	Szczecin Tow Nauk Wydz Nauk Lek	0082-125X
19029	Aktuelle Probleme der Phoniatrie und Logopadie. Current problems in phoniatrics and logopedics. Problemes actuels de phoniatrie et de logopedie	7611910	Aktuel Probl Phoniatr Logop	0070-2072
19030	Trudy - Institut normal'noi i patologicheskoi fiziologii	7507570	Tr Inst Norm Patol Fiziol	0515-9369
19031	Anales de la Casa de Salud Valdecilla	7506830	An Casa Salud Valdecilla	0301-3839
19032	Quarterly review of allergy and applied immunology	59310090R	Q Rev Allergy Appl Immunol	XXXX-XXXX
19033	Probleme. Symposien aktueller therapeutischer	24930260R	Probl Symp Aktuell Ther	XXXX-XXXX
19034	"Suffield technical paper. Canada. Suffield Experimental Station, Ralston, Alta"	22940010R	Suffield Tech Pap Can Suffield Exp Stn Ralston Alta	XXXX-XXXX
19035	Research report. Naval Medical Research Institute (U.S.)	22420790R	Res Rep Nav Med Res Inst (US)	XXXX-XXXX
19036	Technical report. CRDLR. U.S. Army Chemical Research and Development Laboratories	22130290R	Tech Rep CRDLR US Army Chem Res Dev Lab	XXXX-XXXX
19037	Bulletin. World Medical Association	21630630R	Bull World Med Assoc	XXXX-XXXX
19038	Wiener Beitrage zur Hygiene	21620770R	Wien Beitr Hyg	XXXX-XXXX
19039	Supplement ... to the Public health reports	21420630R	Suppl Public Health Rep	1050-0952
19040	Taehan Sanbuinkwa Hakhoe chapchi = Korean journal of obstetrics and gynecology	21110170R	Taehan Sanbuinkwa Hakhoe Chapchi	0494-4755
19041	Suomen apteekkarilehti. Finlands apotekartidning	21030330R	Suom Apteenkkaril	0355-533X
19042	Sewage and industrial wastes	20720310R	Sewage Ind Waste	0096-364X
19043	Roentgen-Europ; radiodiagnostic clinique europeen	20430710R	Rontgeneur Radiodiagn Clin Eur	XXXX-XXXX
19044	Revista odontologica do Parana	20310240R	Rev Odontol Parana	XXXX-XXXX
19045	Revista de publicaciones navales; suplemento de Sanidad naval	20220410R	Rev Publ Nav	XXXX-XXXX
19046	Revista brasileira de tuberculose e doencas toracicas	20140230R	Rev Bras Tuberc Doencas Torac	XXXX-XXXX
19047	Psyche; revue internationale des sciences de l'homme et de psychanalyse	19910110R	Psyche Rev Int Sci Homme Psychanal	XXXX-XXXX
19048	Problems of hematology and blood transfusion. Problemy gematologii i perelivaniia krovi	19810030R	Probl Hematol Blood Transfus	XXXX-XXXX
19049	Atti. Universita di Palermo. Clinica oto-rino-laringoiatrica	19510530R	Atti Clin Otorinolaringoitr Univ Palermo	XXXX-XXXX
19050	"Quarterly bulletin. Northwestern University (Evanston, Ill.). Medical School"	19220080R	Q Bull Northwest Univ Med Sch	XXXX-XXXX
19051	Bulletin. Hospital for Special Surgery	19031080R	Bull Hosp Spec Surg	XXXX-XXXX
19052	Journal. National Malaria Society	18930020R	J Natl Malar Soc	XXXX-XXXX
19053	Trudy. Moscow (Russia). Vsesoiuznyi nauchno-issledovatel'skii vitaminnyi institut	18830450R	Trudy Mosc Russ Vsesoiuznyi Nauchno Issled Vitam Inst	XXXX-XXXX
19054	The Middle East medical journal	18710550R	Middle East Med J	XXXX-XXXX
19055	Medecine dans le monde	18440250R	Med Monde	XXXX-XXXX
19056	[Tsa chih] [Journal of the] Alumni of the University of Takau. Gaoxiong yi xue yuan. Tong xue hui	18120140R	Tsa Chih Gaoxiong Yi Xue Yuan Tong Xue Hui	XXXX-XXXX
19057	"Journal of microbiology, epidemiology and immunobiology. Zhurnal mikrobiologii, epidemiologii i immunobiologii"	17920150R	J Microbiol Epidemiol Immunobiol	XXXX-XXXX
19058	Wissenschaftliche Zeitschrift. Mathematisch-naturwissenschaftliche Reihe. Ernst-Moritz-Arndt-Universitat Greifswald	17210390R	Wiss Z Ernst Moritz Arndt Univ Math	0138-2853
19059	"Gaz, woda; technika sanitarna"	17040210R	Gaz Woda Tech	0016-5352
19060	Fortschritte auf dem Gebiete der Rontgenstrahlen	17010480R	Fortschr Geb Rontgenstr	XXXX-XXXX
19061	Ergebnisse der Enzymforschung	16810120R	Ergeb Enzymforsch	XXXX-XXXX
19062	Documenta de medicina geographica et tropica	16630390R	Doc Med Geogr Trop	XXXX-XXXX
19063	Sbornik trudov. Azerbaidzhanskii gosudarstvennyi meditsinskii institut im. N. Narimanova	15430350R	Sb Tr Azerbaidzhanskii Gos Meditsinskii Inst N Narimanova	XXXX-XXXX
19064	L'Avenir medical	15430170R	Avenir Med	0761-1218
19065	Arquivos brasileiros de medicina naval	15310430R	Arq Bras Med Nav	0365-074X
19066	Annales Nestle [English ed.]	15010200R	Ann Nestle Eng	0517-8606
19067	Acta radiologica et cancerologica. Bohemoslovencia	14610230R	Acta Radiol Cancerol	XXXX-XXXX
19068	A.M.A. archives of industrial hygiene and occupational medicine	14470080R	AMA Arch Ind Hyg Occup Med	XXXX-XXXX
19069	Das Medizinische Periskop Ingelheim	1277203	Med Periskop Ingelheim	XXXX-XXXX
19070	Semaine medicale professionelle et medico-sociale	1272005	Sem Med Prof Med Soc	XXXX-XXXX
19071	Chiba Igakkai zasshi. The Journal of Chiba Medical Society	425641	J Chiba Med Soc	0009-3459
19072	Gaceta medica	423436	Gac Med (Guayaquil)	0367-3715
19073	Rivista della tubercolosi e delle malattie dell'apparato respiratorio	420106	Riv Tuberc Mal Appar Respir	0483-1454
19074	Nosokomeiaka chronika	416621	Nosokom Chron	0369-5700
19075	Philippine journal of ophthalmology and otolaryngology	404460	Philipp J Ophthalmol Otolaryngol	XXXX-XXXX
19076	Annali di neuropsichiatria e psicoanalisi	401033	Ann Neuropsichiatr Psicoanal	XXXX-XXXX
19077	Indian journal of otolaryngology	374705	Indian J Otolaryngol	0019-5421
19078	Deltion. Iatrocheirourgike Hetaireia Athenon	374664	Deltion Iatrocheirourgike Hetaireia Athenon	XXXX-XXXX
19079	Annales Nestle. [Deutsche Aufl.]	372336	Ann Nestle Ger	0250-9652
19080	Archivio di ottalmologia	347200	Arch Ottamol	0004-0134
19081	South African journal of laboratory and clinical medicine. Suid-Afrikaanse tydskrif vir laboratorium- en kliniekwerk	263741	S Afr J Lab Clin Med	0038-2299
19082	Omnia therapeutica	212476	Omnia Ther	XXXX-XXXX
19083	Cultura medica	200313	Cult Med	XXXX-XXXX
19084	St. Barnabas Hospital medical bulletin	105723	St Barnabas Hosp Med Bull	0558-1761
19085	Biulleten'. Russian S.F.S.R. Ministerstvo Zdravookhraneniia. Uchenyi meditsinskii sovet	25435	Biulleten Russ SFSR Minist Zdravookhraneniia Uchenyi Meditsinskii sov	XXXX-XXXX
19086	"Medical bulletin (Ann Arbor, Mich.)"	9427052	Med Bull (Ann Arbor)	0196-5336
19087	Canadian journal of biochemistry and physiology	16030030R	Can J Biochem Physiol	XXXX-XXXX
19088	Report. Canada. Defence Research Chemical Laboratories	22930240R	Rep Can Def Res Chem Lab	XXXX-XXXX
19089	Zentralblatt fur Arbeitsmedizin und Arbeitsschutz. Beihefte	21810280R	Zent Arb Arb Beih	XXXX-XXXX
19090	Helvetica physiologica et pharmacologica acta. Supplementum	17330360R	Helv Physiol Pharmacol Acta Suppl 1	XXXX-XXXX
19091	Akademaike iatrike	370453	Akad Iatr	XXXX-XXXX
19092	Revista. Chile. Servicio Nacional de Salud	71543	Rev Serv Nac Salud	XXXX-XXXX
19093	Revista medica del Hospital Obrero	235420	Rev Med Hosp Obrero	XXXX-XXXX
19094	Montreal medical	253210	Montreal Med	XXXX-XXXX
19095	Acta tuberculosea Scandinavica. Supplementum	14610300R	Acta Tuberc Scand Suppl	XXXX-XXXX
19096	Der Arztliche Dienst	14640230R	Arztl Dienst	XXXX-XXXX
19097	Arbeitsphysiologie; internationale Zeitschrift fur angewandte Physiologie	15120390R	Arbeitsphysiologie	XXXX-XXXX
19098	Archives of biochemistry	15210080R	Arch Biochem	XXXX-XXXX
19099	The British journal of physical medicine : including its application to industry	15740010R	Br J Phys Med	XXXX-XXXX
19100	The British journal of tuberculosis and diseases of the chest	15740080R	Br J Tuberc Dis Chest	XXXX-XXXX
19101	"Izvestiia na meditsinskite instituti. [Bulletin des instituts de medecine]. Bulgarska akademiia na naukite, Sofia. Otdelenie za biologicheski i meditsinski nauki"	15751080R	Izv Meditsinskite Inst Bulg Akad Naukite Sofia Otd Biol Meditsinski Nauki	XXXX-XXXX
19102	"Bulletin international des services de sante des armees de terre, de mer et de l'air"	15820130R	Bull Int Serv Sante Armees Terre Mer Air	XXXX-XXXX
19103	Treatment services bulletin. Canada. Dept. of Veterans' Affairs	16020690R	Treat Serv Bull	XXXX-XXXX
19104	"Ergebnisse der Hygiene, Bakteriologie, Immunitatsforschung und experimentellen Therapie"	16810160R	Ergeb Hyg Bakteriol Immunitatsforsch Exp Ther	XXXX-XXXX
19105	Journal international de chirurgie	17640210R	J Int Chir	XXXX-XXXX
19106	Revista cubana de cardiologia	20140440R	Rev Cubana Cardiol	XXXX-XXXX
19107	Igiena	7502094	Igiena	0019-1620
19108	Pneumonologike kai phymatiologike epitheoresis	7504330	Pneumonol Phymatiologike Epitheor	0551-1062
19109	"Boletim do Centro de Estudos, Hospital dos Servidores do Estado"	7505254	Bol Cent Estud Hosp Serv Estado	XXXX-XXXX
19110	Revista do Servico Nacional de Tuberculose	7505988	Rev Serv Nac Tubers	0520-8734
19111	Revue de l'atherosclerose	320677	Rev Atheroscler	XXXX-XXXX
19112	"Quarterly progress report. United States. Air Force. Radiation Laboratory, University of Chicago"	22410690R	Q Prog Rep United States Air Force Radiat Lab Univ Chic	XXXX-XXXX
19113	Boletin de la Sociedad Catalana de Pediatria	7506930	Bol Soc Catalana Pediatr	0304-498X
19114	Revista de la Facultad de Ciencias Medicas	7507458	Rev Fac Cienc Med	0375-0752
19115	Trudy - Institut fiziologii imeni I. P. Pavlova	7507568	Tr Inst Fiziol Im I P Pavlova	0568-5745
19116	Trudy Instituta morfologii zhivotnykh im. A. N. Severtsova	7507624	Tr Inst Morfol Zhivotn An Severtsova	XXXX-XXXX
19117	Journal of the National Association of Chiropodists	7600748	J Natl Assoc Chirop	0360-1684
19118	Tuberkulozis es tudobetegsegek	7613535	Tuberk Tudobetegsegek	0041-3887
19119	The Australian and New Zealand general practitioner	7805150	Aust N Z Gen Pract	0045-0227
19120	Medicine	7806078	Medicine	0190-051X
19121	Tufts folia medica	135024	Tufts Folia Med	XXXX-XXXX
19122	Boletin. Sociedad de Cirugia del Uruguay	143406	Bol Soc Cir Urug	XXXX-XXXX
19123	Newcastle medical journal	405552	Newcastle Med J	0028-887X
19124	"Allergie (Pointe-Claire, Quebec)"	101083690	Allerg Pointe Claire	0841-9027
19125	La Revue de medecine	404337	Rev Med (Paris)	0987-7835
19126	Bulletin de la Societe de pharmacie de Bordeaux	7507010	Bull Soc Pharm Bord	0037-9093
19127	Pharmazeutische Rundschau	401137	Pharm Rundsch	0031-7128
19128	Farmatsiia	372770	Farmatsiia (Sofia)	0428-0296
19129	Technical report.; TR. Arctic Aeromedical Laboratory (U.S.)	106601	Tech Rep Arct Aeromed Lab US	XXXX-XXXX
19130	West African pharmacist	347251	West Afr Pharm	0043-3012
19131	Nakadori Byoin iho. Nakadori Hospital medical bulletin]	1303255	Nakadori Byoin Iho	0389-9411
19132	Actas de dermatologia & dermatopatologia	101138323	Actas Dermatol Dermatopatol	XXXX-XXXX
19133	Transactions of the ... Meeting of the American Surgical Association. American Surgical Association. Meeting	101153387	Trans Meet Am Surg Assoc Am Surg Assoc	0066-0833
19134	Il Pisani : organo del Manicomio di Palermo	9427221	Pisani	0391-0466
19135	Integrative cancer therapies	101128834	Integr Cancer Ther	1534-7354
