bmkegId	journalTitle	nlmId	abbr	ISSN
25645	The American journal of social psychiatry.	8111070	Am J Soc Psychiatry	0277-8173
25646	"Mental disability law reporter / American Bar Association, Commission on the Mentally Disabled."	8110215	Ment Disabil Law Rep	0147-3700
25647	Ageing and society.	8109358	Ageing Soc	0144-686X
25648	The Art of medication.	8109367	Art Med	0731-3047
25649	The International journal of medicine and law	8109492	Int J Med Law	0334-3049
25650	Canadian psychology = Psychologie canadienne.	8108970	Can Psychol	0708-5591
25651	International quarterly of community health education.	8010942	Int Q Community Health Educ	0272-684X
25652	Deviant behavior.	8008081	Deviant Behav	0163-9625
25653	Metamedicine.	8007884	Metamedicine	0166-2031
25654	Journal of psychiatric treatment and evaluation.	8006507	J Psychiatr Treat Eval	0195-8127
25655	International journal for the study of animal problems.	8006293	Int J Study Anim Probl	0195-7554
25656	The Journal of current adolescent medicine.	8005416	J Curr Adolesc Med	0194-8644
25657	Behavioral & social sciences librarian.	8002659	Behav Soc Sci Librar	0163-9269
25658	Family relations.	8002717	Fam Relat	0197-6664
25659	Newfoundland Medical Association journal.	8001484	Newfoundl Med Assoc J	0705-6702
25660	Behavioral assessment.	7911222	Behav Assess	0191-5401
25661	International family planning perspectives.	7907371	Int Fam Plan Perspect	0190-3187
25662	United States statutes at large.	7906989	US Statut Large	0083-3401
25663	IRB; a review of human subjects research.	7906878	IRB	0193-7758
25664	The American journal of forensic psychiatry.	7906380	Am J Forensic Psychiatry	0163-1942
25665	The American journal of family therapy.	7905705	Am J Fam Ther	0192-6187
25666	Journal of gerontological social work.	7903311	J Gerontol Soc Work	0163-4372
25667	Concern for dying.	7902410	Concern Dying	0192-1096
25668	Hippocrates.	7902460	Hippocrates	0250-5215
25669	Scientometrics.	7901197	Scientometrics	0138-9130
25670	Mental retardation and the law.	7900964	Ment Retard Law	0098-8111
25671	Psychiatric medicine update	7809279	Psychiatr Med Update Mass Gen Hosp Rev Physicians	0163-1721
25672	Sexuality and disability.	7806148	Sex Disabil	0146-1044
25673	Marriage & family review.	7806070	Marriage Fam Rev	0149-4929
25674	Euthanasia news.	7805991	Euthanasia News	0164-1581
25675	International family planning perspectives and digest.	7805420	Int Fam Plann Persp	0162-2749
25676	Surgical rounds.	7803399	Surg Rounds	0161-1372
25677	Studies in history of medicine.	7802982	Stud Hist Med	0379-3915
25678	Contemporary therapy.	7802331	Contemp Ther	0162-7244
25679	Educational gerontology.	7802138	Educ Gerontol	0360-1277
25680	Code of Federal regulations. 45	7801704	Code Fed Regul Public Welfare	\N
25681	International review of natural family planning.	7708547	Int Rev Nat Fam Plann	0146-1745
25682	Journal of products liability.	7707503	J Prod Liability	0363-0404
25683	U. S. pharmacist.	7705468	US Pharm	0148-4818
25684	Medical bulletin of Istanbul Medical Faculty.	7703961	Med Bull Istanbul Med Fac	0378-6358
25685	Bioethics digest.	7703855	Bioethics Dig	0364-5193
25686	Advances in pain research and therapy.	7703610	Adv Pain Res Ther	0146-0722
25687	Population and development review.	7613927	Popul Dev Rev	0098-7921
25688	Metabolic ophthalmology.	7613452	Metab Ophthalmol	0361-3674
25689	Prism.	7612868	Prism	0091-2670
25690	Essence.	7609789	Essence (Downsview)	0384-8833
25691	NAPHT news.	7609390	NAPHT News	0363-4701
25692	Behavioral engineering.	7606423	Behav Eng	0362-0298
25693	Draper World Population Fund report.	7604163	Draper World Popul Fund Rep	0361-4085
25694	Medical insight.	7511252	Med Insight	0025-7281
25695	Bulletin of the Psychonomic Society.	7505408	Bull Psychon Soc	0090-5054
25696	Aggressive behavior.	7502265	Aggress Behav	0096-140X
25697	Social indicators research.	7501244	Soc Indic Res	0303-8300
25698	"Literatur-Eildienst ""Roche.""."	7501353	Lit Eildienst Roche	0024-4635
25699	Christian Medical Society journal.	7501101	Christ Med Soc J	0009-546X
25700	Journal of clinical issues in psychology.	7500961	J Clin Issues Psychol	0095-4500
25701	Journal of religion and health.	2985199R	J Relig Health	0022-4197
25702	Journal of counseling psychology.	2985124R	J Couns Psychol	0022-0167
25703	"Psychotherapy (Chicago, Ill.)"	2984829R	Psychotherapy	0033-3204
25704	The Sociological quarterly.	20910410R	Sociol Q	0038-0253
25705	Philosophy of science.	19620490R	Philos Sci	0031-8248
25706	The Monist.	18750630R	Monist	0026-9662
25707	Mind; a quarterly review of psychology and philosophy.	18720400R	Mind	0026-4423
25709	Federal probation.	16920710R	Fed Probat	0014-9128
25710	Etc.; a review of general semantics.	16820110R	Etc	0014-164X
25711	The Catholic medical quarterly.	16040530R	Cathol Med Q	0008-8226
25712	The American scholar.	14840700R	Am Scholar	0003-0937
25713	Journal of thanatology.	1301645	J Thanatol	0047-2832
25714	Science forum.	1300317	Sci Forum	\N
25715	American anthropologist.	1275273	Am Anthropol	0002-7294
25716	Journal of drug issues.	1273413	J Drug Issues	0022-0426
25717	The International journal of environmental studies.	1267244	Int J Environ Stud	0020-7233
25718	Medical opinion & review.	1263326	Med Opin Rev	0025-7419
25719	Massachusetts journal of mental health.	1262177	Mass Journal Ment Health	0047-6137
25721	Behavior therapy.	1251640	Behav Ther	0005-7894
25722	The Ontario psychologist.	434616	Ont Psychol	0030-3054
25723	State health legislation report.	431504	State Health Legis Rep	0094-6400
25724	The International review of psycho-analysis.	430274	Int Rev Psychoanal	0306-2643
25725	The New Zealand psychologist.	427360	NZ Psychol	0303-6863
25726	Journal of Black health perspectives.	427634	J Black Health Perspect	\N
25727	Family practice news.	425557	Fam Pract News	0300-7073
25728	The Journal of psychiatry & law.	425744	J Psychiatry Law	0093-1853
25729	Psychotherapy.	417660	Psychotherapy	0090-144X
25730	Science & public policy.	417663	Sci Public Policy	0302-3427
25731	Journal of research in personality.	415553	J Res Pers	0092-6566
25732	RSR. Reference services review.	415053	Ref Serv Rev	0090-7324
25733	The Quarterly journal of speech.	413726	Q J Speech	0033-5630
25734	Crime and delinquency.	407143	Crime Delinq	0011-1287
25735	The Indian journal of social work.	404431	Indian J Soc Work	0019-5634
25736	International social science journal.	404432	Int Soc Sci J	0020-8701
25737	Ontario medical review.	401015	Ont Med Rev	0030-302X
25738	The Journal of family welfare.	375366	J Fam Welf	0022-1074
25739	Lex et scientia.	374765	Lex Sci	0024-1601
25740	Early child development and care.	373305	Early Child Dev Care	0300-4430
25741	"Cancer bulletin (Houston, Tex.)"	373142	Cancer Bull	0008-5448
25742	Asian medical journal.	372472	Asian Med J	0004-461X
25743	MS.	371720	Ms	0091-5394
25744	Science & government report.	367571	Sci Gov Rep	0048-9581
25745	Contemporary ob/gyn.	367022	Contemp Ob Gyn	0090-3159
25746	Physician's world.	367051	Physicians World	0091-200X
25747	Clinical social work journal.	365260	Clin Soc Work J	0091-1674
25748	Rehabilitation psychology.	365337	Rehabil Psychol	0090-5550
25749	Family planning/population reporter; a review of State laws and policies.	357432	Fam Plann Popul Rep	0090-0923
25750	Behaviorism.	356627	Behaviorism	0090-4155
25751	Family planning digest.	355312	Fam Plann Dig	0046-3213
25752	Psychiatric annals.	353557	Psychiatr Ann	0048-5713
25753	Japanese studies in the history of science.	345022	Jpn Stud Hist Sci	0090-0176
25754	Intellect.	342173	Intellect	0149-0095
25755	Human behavior; the newsmagazine of the social sciences.	336406	Hum Behav	0046-8134
25756	International journal of offender therapy and comparative criminology.	333601	Int J Offender Ther Comp Criminol	0306-624X
25757	Australian psychologist.	332637	Aust Psychol	0005-0067
25758	Child care quarterly.	324362	Child Care Q	0045-6632
25759	Scalpel and quill.	325413	Scapel Quill	0586-7592
25760	Contemporary drug problems.	323553	Contemp Drug Probl	0091-4509
25761	Rehabilitation counseling bulletin.	320766	Rehabil Couns Bull	0034-3552
25762	Journal of applied social psychology.	321050	J Appl Soc Psychol	0021-9029
25763	Mental health.	312437	Ment Health (Lond)	0025-9632
25764	The Ecologist.	270566	Ecologist	0012-9631
25765	The Journal of special education.	270056	J Spec Educ	0022-4669
25766	Psychiatric forum.	263640	Psychiatr Forum	0033-2690
25767	Private practice.	256144	Priv Pact	0032-891X
25768	The Australian journal of mental retardation.	254511	Aust J Ment Retard	0045-0634
25769	Case Western Reserve journal of international law.	253663	Case West Reserve J Int Law	0008-7254
25770	The Australian journal of forensic sciences.	251041	Aust J Forensic Sci	0045-0618
25771	Journal of nutrition education.	246004	J Nutr Educ	0022-3182
25772	Anthropological quarterly.	245205	Anthropol Q	0003-5491
25773	The American sociologist.	245122	Am Sociol	0003-1232
25774	The Counseling psychologist.	235066	Couns Psychol	0011-0000
25775	The British journal of criminology.	234024	Br J Criminol	0007-0955
25776	The Journal of biological sciences.	230021	J Biol Sci	0021-9282
25777	Medical counterpoint.	212203	Med Counterpoint	0025-715X
25778	Lab world.	174554	Lab World	\N
25779	The Clinician.	173510	Clinician (Goa)	0009-9341
25780	Ob. gyn. news.	172611	Ob Gyn News	0029-7437
25781	Pediatric news.	170466	Pediatr News	0031-398X
25782	Dynamische Psychiatrie. Dynamic psychiatry.	150616	Dyn Psychiatr	0012-740X
25783	Canadian journal of political science. Revue canadienne de science politique.	136554	Can J Polit Sci	0008-4239
25784	The Clinical psychologist.	133731	Clin Psychol	0009-9244
25785	Sociology.	123003	Sociology	0038-0385
25786	Psychology today.	117250	Psychol Today	0033-3107
25787	North Carolina journal of mental health.	74406	N C J Ment Health	0549-8236
25788	Forsvarsmedicin.	73354	Forsvarsmedicin	0015-8011
25789	ILAR news.	63501	Ilar News	0018-9960
25790	American journal of correction.	60461	Am J Correct	0002-9203
25791	Current medicine for attorneys.	55673	Curr Med Atty	0011-3719
25793	International drug therapy newsletter.	51530	Int Drug Ther Newsl	0020-6571
25794	Journal of school psychology.	50303	J Sch Psychol	0022-4405
25795	"Psychology (Savannah, Ga.)"	50115	Psychology	0033-3077
25796	Rural sociology.	45170	Rural Sociol	0036-0112
25797	World medicine.	44272	World Med	0043-8669
25798	Contemporary psychoanalysis.	42624	Contemp Psychoanal	0010-7530
25799	Psychology in the schools.	42715	Psychol Sch	0033-3085
25800	Acta sociologica.	42767	Acta Sociol	0001-6993
25801	Journal of Jewish communal service.	40373	J Jew Communal Serv	0022-2089
25802	Psychiatric opinion.	24025	Psychiatr Opin	0033-2712
25803	International journal of comparative sociology.	13576	Int J Comp Sociol	0020-7152
25804	Sociology and social research.	243736	Sociol Soc Res	0038-0393
25805	European journal of obstetrics and gynecology.	375671	Eur J Obstet Gynecol	0028-2243
25806	Clinical proceedings - Children's Hospital National Medical Center.	7503484	Clin Proc Child Hosp Natl Med Cent	0092-7813
25807	Journal of social and biological structures.	7806059	J Soc Biol Struct	0140-1750
25808	"Bulletin medecine legale, toxicologie."	7808911	Bull Med Leg Toxicol	0181-0154
25809	Ethology and sociobiology.	8000099	Ethol Sociobiol	0162-3095
25810	Singapore journal of obstetrics & gynaecology.	8010992	Singapore J Obstet Gynecol	0129-3273
25811	Heart transplantation / International Society for Heart Transplantation.	8219620	Heart Transplant	0278-2723
25812	Reproductive and genetic engineering.	8905004	Reprod Genet Eng	0895-5565
25813	"American enterprise (Washington, D.C.)"	9886673	Am Enterp	1047-3572
25814	Journal of religious gerontology.	9886049	J Relig Gerontol	1050-2289
25815	"Risk (Concord, NH)"	9431216	Risk	1073-8673
25816	NCBHR communique = Communique CNBRH.	9412206	NCBHR Commun	1181-8778
25817	Journal of community & applied social psychology.	9112936	J Community Appl Soc Psychol	1052-9284
25818	"Risk, issues in health & safety."	9106769	Risk Issues Health Saf	1047-0484
25819	Adolescent and pediatric gynecology.	8806691	Adolesc Pediatr Gynecol	0932-8610
25820	Journal of clinical research and drug development.	8711103	J Clin Res Drug Dev	0889-5813
25821	Journal of prison & jail health.	8218665	J Prison Jail Health	0731-8332
25822	"Journal of group psychotherapy, psychodrama and sociometry."	8213456	J Group Psychother Psychodrama Sociom	0731-1273
25823	The Compendium on continuing education in general dentistry.	8210675	Comp Contin Educ Gen Dent	0196-1756
25824	The Journal of social welfare law.	7902248	J Soc Welfare Law	0141-8033
25825	Journal of psychiatric education.	7703946	J Psychiatr Educ	0363-1907
25826	Today's health.	7610915	Todays Health	0040-8514
25827	The Journal of the Kuwait Medical Association.	7505617	J Kuwait Med Assoc	0023-5776
25828	Pacific sociological review.	7501876	Pac Sociol Rev	0030-8919
25829	The Nation's health.	1254132	Nations Health	0028-0496
25830	Newsletter. American Academy of Pediatrics.	433622	Newsl Am Acad Pediatr	0094-8217
25831	The Guthrie bulletin of the Donald Guthrie Medical Center.	426711	Guthrie Bull	0094-369X
25832	Criminal justice and behavior.	421304	Crim Justice Behav	0093-8548
25833	Morbidity and mortality; weekly report.	365031	Morb Mortal Wkly Rep	0091-0031
25834	Transactions. Ophthalmological Society of the United Kingdom.	201270	Trans Opthal Soc U K	\N
25835	Corrective and social psychiatry and journal of behavior technology methods and therapy.	427426	Correct Soc Psych J Behav Tech Methods Ther	0093-1551
25836	Family and conciliation courts review.	100897101	Fam Concil Courts Rev	1047-5699
25837	The Personnel and guidance journal.	19540500R	Pers Guid J	0031-5737
25838	Military law review.	9879560	Mil Law Rev	0026-4040
25839	Discover.	9879655	Discover	0274-7529
25840	California journal.	9882678	Calif J	0008-1205
25841	Boston College environmental affairs law review. Boston College. Law School.	9886723	Boston Coll Environ Aff Law Rev	0190-7034
25842	"Current psychology (New Brunswick, N.J.)"	8912263	Curr Psychol	1046-1310
25843	Briefings in medical ethics.	9426016	Brief Med Ethics	\N
25844	"International review of psychiatry (Abingdon, England)"	8918131	Int Rev Psychiatry	0954-0261
25845	Cleveland state law review.	226200	Clevel State Law Rev	\N
25846	Journal of law and medicine.	9431853	J Law Med	1320-159X
25847	The Medical-moral newsletter.	9886543	Med Moral Newsl	0025-7397
25848	Law library journal.	9886564	Law Libr J	0023-9283
25849	UNOS update.	9438468	UNOS Update	1077-8268
25850	Briefs.	15730100R	Briefs	0007-0068
25851	Family law quarterly.	9879777	Fam Law Q	0014-729X
25852	Newsletter / American Association Of Tissue Banks.	9888434	Newsl Am Assoc Tissue Banks	0270-2673
25853	Decisions.	9885855	Decisions	\N
25854	The Futurist.	9878704	Futurist	0016-3317
25855	DePaul journal of health care law.	9704528	DePaul J Health Care Law	\N
25856	"Science, technology & human values."	9440757	Sci Technol Human Values	0162-2439
25857	European journal of health law.	9431861	Eur J Health Law	0929-0273
25858	"Courts, health science & the law / Georgetown University Medical & Law Centers."	9426331	Courts Health Sci Law	1043-8483
25859	"Issues (Saint Louis, Mo.)"	9421486	Issues (St Louis Mo)	0888-9201
25860	"The Journal of pharmacy & law / Ohio Northern University, the Pharmacy-Law Institute."	9314436	J Pharm Law	1062-4546
25861	General surgery & laparoscopy news.	9301577	Gen Surg Laparosc News	1065-7088
25862	Issues in reproductive and genetic engineering	9008976	Issues Reprod Genet Eng	0958-6415
25863	Journal of aging studies.	8916517	J Aging Stud	0890-4065
25864	Irish journal of psychological medicine.	8900208	Ir J Psychol Med	0790-9667
25865	Journal of medical technology	8806592	J Med Technol	0741-5397
25866	Politics and the life sciences	8800535	Politics Life Sciences	0730-9384
25867	Journal of social and personal relationships.	8409448	J Soc Pers Relat	0265-4075
25868	Perspectives on science and Christian faith	100911750	Perspect Sci Christ Faith	0892-2675
25869	Medical dimensions.	7509444	Med Dimens	0047-648X
25870	British journal of social work.	1271641	Br J Soc Work	0045-3102
25871	The Journal of social issues.	376371	J Soc Issues	0022-4537
25872	Journal of marriage and the family.	375376	J Marriage Fam	0022-2445
25873	Marriage and family newsletter.	271032	Marriage Fam Newsl	\N
25874	Canadian journal of behavioural science. Revue canadienne des sciences du comportement.	172445	Can J Behav Sci	0008-400X
25875	Current concepts of cerebrovascular disease	104464	Curr Conc Cerebrovasc Dis Stroke	0884-4194
25876	Public personnel management.	367056	Public Pers Manage	0091-0260
25877	Bulletin (Institute of Medical Ethics (Great Britain))	8907218	IME bull	0269-1485
25878	Canadian psychological review. Psychologie canadienne.	7506522	Can Psychol Rev	0318-2096
25879	Journal of the Medical Association for Prevention of War.	8915417	J Med Assoc Prev War	0265-2196
25880	Journal of the Society of Research Administrators. Society of Research Administrators.	9886279	J Soc Res Adm	0038-0024
